17,0,10,1,1,0,0,34,5,13,0,0,1
18,0,11,1,0,0,0,1,0,0,0,0,1
25,1,18,1,0,0,0,141,3,135,0,1,1
19,1,12,1,1,1,1,16,3,8,0,0,1
24,0,17,1,0,1,0,14,2,12,0,1,1
20,1,13,1,1,1,1,22,3,14,0,1,1
16,0,9,1,0,0,0,3,2,1,0,0,1
26,0,19,0,0,0,0,37,6,11,0,0,1
23,0,16,0,0,0,0,34,6,11,0,0,1
36,0,29,0,0,0,0,24,3,11,0,0,1
25,0,18,0,1,0,0,8,2,6,0,0,1
29,0,22,0,0,0,0,13,3,7,0,0,1
24,1,17,0,0,0,0,43,4,32,0,1,1
22,1,15,1,1,1,1,13,3,8,0,0,1
29,1,22,1,0,0,0,49,3,32,0,1,1
51,0,44,1,0,0,0,12,3,8,0,0,1
18,1,11,1,1,1,1,62,5,32,0,1,1
18,1,11,1,0,0,0,56,4,32,0,1,1
20,1,13,0,1,0,0,56,5,32,0,1,1
22,1,15,1,1,1,1,56,4,32,0,1,1
20,1,13,1,1,1,1,84,8,32,0,1,1
31,1,24,0,0,0,0,61,6,14,0,0,1
35,1,28,1,1,0,0,118,10,32,0,1,1
38,1,31,0,0,0,0,67,4,32,0,1,1
15,0,8,1,0,0,0,66,8,14,0,0,1
19,0,12,1,0,0,0,61,6,14,0,0,1
20,1,13,1,1,1,1,42,6,9,0,0,1
30,1,23,1,0,0,0,68,7,14,0,0,1
61,1,54,1,0,0,0,53,5,32,0,1,1
18,1,11,1,0,0,0,167,9,32,0,1,1
21,1,14,1,1,1,1,63,7,32,0,1,1
23,1,16,1,0,0,0,59,6,14,0,0,1
20,1,13,1,1,1,1,59,4,32,0,1,1
22,0,15,1,0,0,0,1,0,0,0,0,1
22,1,15,1,1,1,1,47,4,22,0,1,1
21,1,14,1,1,1,1,80,8,32,0,1,1
29,1,22,1,0,0,0,53,3,32,0,1,1
19,0,12,0,0,0,0,64,7,24,0,1,1
38,1,31,1,0,0,0,49,2,40,0,1,1
26,1,19,0,1,0,0,72,6,39,0,0,1
27,0,20,1,0,0,0,1,0,0,0,0,1
36,1,29,1,0,0,0,49,7,11,0,1,1
22,1,15,1,0,0,0,26,4,11,0,1,1
19,0,12,1,0,0,0,27,4,14,0,0,1
21,0,14,1,0,0,0,46,8,8,0,0,1
43,0,36,1,0,0,0,28,4,14,0,0,1
25,0,18,0,0,0,0,7,2,5,0,0,1
28,0,21,1,0,0,0,11,2,9,0,0,1
17,0,10,0,0,0,0,11,2,9,0,0,1
29,0,22,1,0,0,0,28,4,13,0,1,1
20,1,13,1,1,1,1,27,4,10,0,1,1
25,0,18,0,0,0,0,10,3,5,0,0,1
21,1,14,1,1,1,1,19,3,8,0,0,1
53,1,46,1,0,0,0,34,2,32,0,1,1
18,0,11,1,0,0,0,11,3,6,0,0,1
24,0,17,0,0,0,0,30,4,10,0,0,1
22,1,15,1,1,1,1,5,2,3,0,0,1
19,0,12,1,0,0,0,14,3,7,0,0,1
28,0,21,0,0,0,0,24,4,8,0,1,1
21,0,14,1,0,0,0,16,3,11,0,0,1
24,0,17,1,1,0,0,29,4,11,0,1,1
19,0,12,1,0,0,0,23,4,10,0,1,1
22,0,15,1,0,0,0,41,5,10,0,0,1
20,1,13,1,1,1,1,35,4,10,0,0,1
21,1,14,1,1,1,1,48,5,13,0,0,1
19,0,12,1,0,0,0,43,6,10,0,0,1
25,1,18,1,1,0,0,50,4,32,0,1,1
88,1,81,1,0,1,0,34,5,13,0,0,1
22,0,15,1,0,0,0,32,4,18,0,1,1
19,1,12,1,1,0,0,61,6,32,0,1,1
20,1,13,1,1,1,1,42,6,14,0,1,1
21,1,14,1,1,1,1,39,3,32,0,1,1
27,0,20,1,0,0,0,5,2,3,0,0,1
42,0,35,0,0,0,0,10,2,8,0,0,1
36,0,29,1,0,0,0,28,3,19,0,1,1
20,1,13,1,1,1,1,15,3,8,0,1,1
21,1,14,1,1,1,1,15,2,9,0,1,1
19,1,12,1,1,1,1,25,3,13,0,1,1
18,0,11,1,0,0,0,28,4,20,0,0,1
13,0,6,1,0,1,0,97,6,46,0,1,1
35,1,28,0,0,0,0,175,6,119,0,1,1
20,0,13,1,0,0,0,24,2,12,0,0,1
28,0,21,1,0,1,0,41,4,13,0,0,1
26,1,19,0,0,0,0,30,4,9,0,0,1
30,1,23,1,0,0,0,20,3,9,0,1,1
43,1,36,1,0,0,0,53,3,32,0,1,1
26,1,19,1,0,0,0,58,4,32,0,1,1
24,1,17,1,0,0,0,12,3,5,0,0,1
33,0,26,1,0,0,0,33,6,12,0,0,1
33,0,26,1,0,0,0,33,6,10,0,0,1
33,0,26,1,0,0,0,31,6,10,0,0,1
33,0,26,1,0,0,0,31,6,10,0,0,1
33,0,26,1,0,0,0,34,6,11,0,0,1
18,0,11,1,0,0,0,42,6,13,0,1,1
22,0,15,1,0,0,0,22,3,9,0,0,1
21,1,14,1,1,1,1,56,6,18,0,1,1
22,0,15,0,0,0,0,20,3,6,0,0,1
27,0,20,1,0,0,0,77,4,59,0,0,1
32,1,25,0,0,0,0,15,2,10,0,1,1
32,0,25,1,0,0,0,13,3,8,0,0,1
23,0,16,1,0,0,0,34,4,11,0,1,1
24,0,17,0,0,0,0,40,6,9,0,1,1
28,0,21,1,0,0,0,15,3,10,0,0,1
29,0,22,1,0,1,0,4,2,2,0,0,1
110,1,103,1,0,0,0,15,2,9,0,0,1
36,1,29,1,0,0,0,15,2,10,0,1,1
20,1,13,1,1,1,1,28,5,9,0,1,1
21,1,14,1,1,1,1,49,5,14,0,0,1
26,1,19,1,0,0,0,36,4,10,0,0,1
19,1,12,1,0,0,0,57,7,13,0,1,1
35,0,28,1,0,0,0,37,5,8,0,1,1
26,1,19,1,0,0,0,33,5,11,0,0,1
17,1,10,1,0,0,0,19,3,6,0,0,1
25,0,18,1,1,0,0,44,7,11,0,0,1
21,1,14,1,0,0,0,25,3,8,0,0,1
23,1,16,1,0,0,0,21,2,12,0,0,1
21,1,14,1,1,1,1,19,3,9,0,0,1
23,0,16,1,0,0,0,14,3,8,0,0,1
21,1,14,1,1,1,1,26,3,13,0,0,1
30,1,23,0,0,0,0,25,3,11,0,0,1
22,1,15,1,1,1,1,56,6,14,0,0,1
19,1,12,1,1,1,1,17,2,13,0,0,1
19,1,12,1,1,1,1,17,3,12,0,0,1
19,1,12,1,1,1,1,22,3,14,0,0,1
21,1,14,1,1,1,1,73,8,17,0,0,1
19,1,12,1,1,1,1,70,7,17,0,0,1
28,1,21,0,0,0,0,41,3,15,0,0,1
20,1,13,1,1,1,1,189,6,150,0,1,1
31,0,24,0,0,0,0,62,8,11,0,1,1
20,0,13,1,0,0,0,46,3,30,0,0,1
23,0,16,1,0,0,0,32,3,18,0,0,1
17,1,10,1,0,0,0,36,4,11,0,0,1
21,1,14,1,1,1,1,46,4,32,0,1,1
22,1,15,1,1,1,1,12,2,10,0,0,1
27,1,20,1,0,0,0,55,4,32,0,1,1
28,0,21,0,1,0,0,23,3,12,0,1,1
23,1,16,1,0,0,0,53,5,32,0,1,1
30,0,23,1,0,0,0,24,4,9,0,0,1
28,0,21,1,0,0,0,47,6,12,0,0,1
20,0,13,1,0,0,0,17,3,8,0,1,1
