len_procotol2path,ip_exist,len_hostname,www_exist,TLD_exist,SLD_decimal,TLD_decimal,len_path,num_directory_max,path_exist_date,path_exist_hex,label
24,0,17,1,0,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,19,2,9,0,0,0
32,0,25,1,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,26,3,11,0,1,0
27,0,20,1,0,0,0,1,0,0,0,0,0
23,0,16,1,0,0,0,17,2,10,0,0,0
22,0,15,0,0,0,0,12,2,10,0,0,0
23,0,16,1,0,0,0,20,2,13,0,1,0
23,0,16,1,0,0,0,21,2,14,0,0,0
23,0,16,1,0,0,0,18,3,10,0,1,0
23,0,16,1,0,0,0,21,3,13,0,0,0
26,0,19,1,0,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,9,2,7,0,0,0
25,0,18,1,0,0,0,14,2,8,0,0,0
25,0,18,1,0,0,0,9,2,7,0,1,0
26,0,19,1,0,1,0,3,1,2,0,0,0
33,0,26,1,0,0,0,1,0,0,0,0,0
20,0,13,1,0,0,0,4,2,2,0,1,0
24,0,17,0,0,0,0,7,2,5,0,0,0
25,0,18,1,0,0,0,11,2,9,0,0,0
25,0,18,1,0,0,0,11,2,9,0,0,0
34,0,27,1,0,1,0,1,0,0,0,0,0
22,0,15,0,0,0,0,16,2,9,0,1,0
22,0,15,0,0,0,0,17,2,11,0,1,0
19,0,12,0,0,0,0,10,2,8,0,0,0
25,0,18,1,0,0,0,22,2,12,0,0,0
25,0,18,1,0,0,0,21,2,12,0,0,0
22,0,15,0,0,0,0,16,1,15,0,1,0
19,0,12,0,0,0,0,19,2,10,0,0,0
29,0,22,0,0,0,0,11,2,9,0,1,0
22,0,15,0,0,0,0,14,2,12,0,0,0
24,0,17,0,0,0,0,24,3,10,0,1,0
24,0,17,0,0,0,0,22,3,16,0,0,0
24,0,17,0,0,0,0,27,3,12,0,0,0
32,0,25,1,0,0,0,8,2,3,0,0,0
22,0,15,0,0,0,0,4,1,3,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
17,0,10,1,0,0,0,12,1,11,0,0,0
23,0,16,1,0,0,0,18,3,10,0,1,0
25,0,18,1,0,0,0,5,2,3,0,0,0
24,0,17,0,0,0,0,21,3,10,0,1,0
22,0,15,0,0,0,0,14,1,13,0,0,0
24,0,17,0,0,0,0,24,3,10,0,1,0
33,0,26,1,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,15,3,9,0,0,0
24,0,17,0,0,0,0,26,3,11,0,1,0
25,0,18,0,0,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,27,3,10,0,1,0
24,0,17,0,0,0,0,20,3,14,0,0,0
23,0,16,1,0,0,0,19,3,11,0,0,0
21,0,14,0,0,0,0,21,2,12,0,0,0
29,0,22,0,0,0,0,30,2,15,0,0,0
30,0,23,0,0,0,0,9,1,8,0,0,0
20,0,13,1,0,0,0,11,2,9,0,0,0
20,1,13,0,0,0,0,33,7,7,0,1,0
19,0,12,1,0,0,0,1,0,0,0,0,0
22,0,15,1,0,0,0,13,2,8,0,0,0
22,0,15,0,0,0,0,4,1,3,0,0,0
22,0,15,0,0,0,0,4,1,3,0,0,0
22,0,15,0,0,0,0,4,1,3,0,0,0
22,0,15,0,0,0,0,4,1,3,0,0,0
22,0,15,0,0,0,0,7,2,5,0,0,0
22,0,15,0,0,0,0,11,2,9,0,0,0
24,0,17,0,0,0,0,32,2,16,0,1,0
27,0,20,0,0,0,0,28,3,12,0,0,0
24,0,17,0,0,0,0,33,3,12,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
20,0,13,1,0,0,0,8,2,6,0,0,0
29,0,22,1,0,0,0,1,0,0,0,0,0
39,0,32,1,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,19,3,13,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
28,0,21,1,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,10,2,8,0,0,0
25,0,18,1,0,0,0,1,0,0,0,0,0
40,0,33,1,0,0,0,1,0,0,0,0,0
33,0,26,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,21,2,12,0,0,0
22,0,15,1,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,16,3,7,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
26,0,19,1,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
37,0,30,0,0,0,0,1,0,0,0,0,0
30,0,23,1,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
21,0,14,1,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,27,3,9,0,1,0
28,0,21,0,0,0,0,8,1,7,0,0,0
36,0,29,0,0,0,0,12,1,11,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
21,0,14,1,0,0,0,1,0,0,0,0,0
24,0,17,1,0,0,0,16,1,15,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,15,1,14,0,0,0
33,0,26,0,0,0,0,1,0,0,0,0,0
20,0,13,1,0,0,0,1,0,0,0,0,0
19,0,12,0,0,0,0,1,0,0,0,0,0
40,0,33,1,0,0,0,27,2,25,0,0,0
21,0,14,1,0,0,0,26,2,24,0,0,0
26,0,19,0,0,0,0,16,2,13,0,1,0
27,0,20,1,0,0,0,16,3,10,0,0,0
30,0,23,0,0,0,0,17,1,16,0,1,0
24,0,17,0,0,1,0,1,0,0,0,0,0
22,0,15,1,0,0,0,28,2,26,0,0,0
40,0,33,1,0,0,0,24,2,22,0,0,0
32,0,25,1,0,0,0,13,2,11,0,0,0
20,0,13,0,0,0,0,23,2,12,0,0,0
40,0,33,1,0,0,0,24,2,22,0,0,0
21,0,14,1,0,0,0,25,2,23,0,0,0
31,0,24,0,0,0,0,15,1,14,0,0,0
40,0,33,1,0,0,0,25,2,23,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
22,0,15,1,0,0,0,30,2,28,0,0,0
24,0,17,0,0,0,0,16,1,15,0,1,0
29,0,22,0,0,0,0,11,1,10,0,0,0
27,0,20,0,0,0,0,39,2,21,0,0,0
40,0,33,1,0,0,0,21,2,19,0,0,0
19,0,12,0,0,0,0,19,2,17,0,0,0
33,0,26,0,0,0,0,26,1,25,0,1,0
22,0,15,1,0,0,0,17,2,15,0,0,0
21,0,14,1,0,0,0,24,2,22,0,0,0
26,0,19,0,0,0,0,20,2,16,0,1,0
40,0,33,1,0,0,0,14,2,12,0,0,0
40,0,33,1,0,0,0,20,2,18,0,0,0
32,0,25,1,0,0,0,18,1,17,0,0,0
21,0,14,1,0,0,0,29,2,27,0,0,0
22,0,15,1,0,0,0,29,2,23,0,0,0
30,0,23,1,0,0,0,1,0,0,0,0,0
20,0,13,1,0,0,0,1,0,0,0,0,0
28,0,21,1,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,13,1,12,0,0,0
21,0,14,1,0,0,0,8,2,6,0,0,0
21,0,14,1,0,0,0,27,2,25,0,0,0
25,0,18,0,0,0,0,27,2,18,0,1,0
21,0,14,0,0,0,0,13,1,12,0,0,0
22,0,15,1,0,0,0,22,2,20,0,0,0
25,0,18,0,0,1,0,1,0,0,0,0,0
24,0,17,1,0,0,0,24,3,9,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,13,1,12,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
21,1,14,1,0,0,0,15,2,11,0,0,0
22,0,15,0,0,0,0,17,1,16,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,11,2,7,0,0,0
11,0,4,1,0,0,0,46,6,13,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
37,0,30,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,10,2,8,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
23,0,16,1,0,0,0,23,3,15,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
36,0,29,1,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
33,0,26,0,0,0,0,1,0,0,0,0,0
21,0,14,0,0,0,0,1,0,0,0,0,0
19,0,12,1,0,0,0,16,2,10,0,1,0
30,0,23,1,0,0,0,1,0,0,0,0,0
30,0,23,1,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,28,3,12,0,1,0
20,0,13,0,0,0,0,12,2,10,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,1,0,0,0,0,0
36,0,29,1,0,0,0,16,1,15,0,0,0
20,0,13,0,0,0,0,15,2,13,0,0,0
20,0,13,0,0,0,0,16,2,14,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
21,0,14,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
19,0,12,0,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,12,2,10,0,0,0
23,0,16,0,0,0,0,15,3,7,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,13,1,12,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
31,0,24,0,0,0,0,1,0,0,0,0,0
39,0,32,1,0,0,0,1,0,0,0,0,0
23,0,16,1,0,0,0,11,1,10,0,1,0
24,0,17,0,0,0,0,25,2,14,0,1,0
30,0,23,1,1,0,0,1,0,0,0,0,0
27,0,20,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
21,0,14,0,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,13,2,7,0,0,0
27,0,20,0,1,0,0,1,0,0,0,0,0
37,0,30,1,1,0,0,1,0,0,0,0,0
26,0,19,1,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,31,3,15,0,1,0
27,0,20,0,0,0,0,9,1,8,0,0,0
35,0,28,1,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
33,0,26,1,1,0,0,1,0,0,0,0,0
37,0,30,1,1,0,0,1,0,0,0,0,0
35,0,28,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
35,0,28,0,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
33,0,26,1,1,0,0,1,0,0,0,0,0
32,0,25,1,0,0,0,1,0,0,0,0,0
36,0,29,1,0,0,0,1,0,0,0,0,0
32,0,25,1,0,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
38,0,31,0,0,0,0,1,0,0,0,0,0
33,0,26,1,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
28,0,21,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
39,0,32,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
40,0,33,0,1,0,0,1,0,0,0,0,0
37,0,30,1,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
42,0,35,1,1,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,1,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
22,0,15,1,0,0,0,1,0,0,0,0,0
41,0,34,1,1,0,0,1,0,0,0,0,0
27,0,20,1,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,1,0,0,0,0,0
35,0,28,0,1,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,22,1,21,0,0,0
38,0,31,1,1,0,0,1,0,0,0,0,0
28,0,21,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,1,1,0,0,0,0,0
36,0,29,1,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
28,0,21,1,1,0,0,1,0,0,0,0,0
29,0,22,1,0,0,0,1,0,0,0,0,0
29,0,22,1,1,0,0,1,0,0,0,0,0
27,0,20,1,1,0,0,1,0,0,0,0,0
33,0,26,1,1,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
32,0,25,1,0,0,0,1,0,0,0,0,0
29,0,22,1,1,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
29,0,22,1,1,0,0,1,0,0,0,0,0
38,0,31,1,1,0,0,1,0,0,0,0,0
33,0,26,1,1,0,0,1,0,0,0,0,0
35,0,28,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
28,0,21,1,1,0,0,1,0,0,0,0,0
26,0,19,1,1,0,1,1,0,0,0,0,0
39,0,32,1,1,0,0,1,0,0,0,0,0
26,0,19,1,1,0,0,1,0,0,0,0,0
40,0,33,1,1,0,0,1,0,0,0,0,0
29,0,22,1,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
41,0,34,1,1,0,0,1,0,0,0,0,0
33,0,26,1,1,0,0,1,0,0,0,0,0
25,0,18,1,1,0,1,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
27,0,20,0,0,1,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,1,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
31,0,24,0,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
38,0,31,1,0,0,0,1,0,0,0,0,0
38,0,31,1,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
28,0,21,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
35,0,28,1,1,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,13,1,12,0,0,0
28,0,21,1,0,0,0,1,0,0,0,0,0
41,0,34,1,1,0,0,1,0,0,0,0,0
31,0,24,1,1,0,0,1,0,0,0,0,0
27,0,20,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
39,0,32,1,1,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,29,3,11,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
37,0,30,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
35,0,28,1,1,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
29,0,22,1,1,0,0,1,0,0,0,0,0
37,0,30,1,1,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
39,0,32,1,1,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
30,0,23,1,1,0,0,1,0,0,0,0,0
28,0,21,1,1,0,0,1,0,0,0,0,0
32,0,25,1,0,0,0,1,0,0,0,0,0
34,0,27,1,1,0,0,1,0,0,0,0,0
32,0,25,1,1,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,6,2,4,0,0,0
34,0,27,0,1,0,0,1,0,0,0,0,0
29,0,22,1,1,0,0,1,0,0,0,0,0
35,0,28,1,1,0,0,1,0,0,0,0,0
41,0,34,0,1,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
36,0,29,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
31,0,24,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,14,3,9,0,0,0
26,0,19,0,0,0,0,5,2,3,0,0,0
24,0,17,0,0,0,0,23,3,10,0,0,0
24,0,17,0,0,0,0,26,3,20,0,0,0
24,0,17,0,0,0,0,24,3,9,0,0,0
22,0,15,0,0,0,0,4,1,3,0,0,0
25,0,18,0,1,0,0,13,2,11,0,0,0
18,0,11,0,0,0,0,10,2,8,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,27,2,18,0,0,0
23,0,16,1,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,18,2,16,0,0,0
22,0,15,0,0,0,0,22,1,21,0,0,0
27,0,20,0,0,0,0,16,2,14,0,0,0
29,0,22,0,0,0,0,14,2,12,0,0,0
30,0,23,1,0,0,0,23,1,22,0,0,0
23,0,16,0,0,0,0,6,2,4,0,0,0
20,0,13,0,0,0,0,16,2,10,0,0,0
29,0,22,0,0,0,0,28,2,14,0,0,0
30,0,23,1,0,0,0,20,1,19,0,0,0
24,0,17,0,0,0,0,30,3,12,0,1,0
27,0,20,0,0,0,0,16,2,14,0,0,0
30,0,23,1,0,0,0,15,1,14,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
15,1,8,1,0,0,0,16,3,9,0,1,0
30,0,23,1,0,0,0,22,1,21,0,0,0
27,0,20,0,0,0,0,17,2,15,0,0,0
24,0,17,0,0,0,0,28,3,10,0,1,0
27,0,20,1,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,18,2,16,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0
23,0,16,1,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
20,0,13,1,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,9,2,7,0,0,0
29,0,22,0,0,0,0,11,1,10,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
21,0,14,1,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
18,1,11,1,0,0,0,16,3,9,0,1,0
35,0,28,0,0,0,0,27,2,14,0,0,0
23,0,16,0,0,0,0,9,2,7,0,0,0
33,0,26,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0
17,0,10,1,0,0,0,1,0,0,0,0,0
20,0,13,0,0,1,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,13,2,11,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
31,0,24,0,0,0,0,9,2,7,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,16,2,14,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,7,2,5,0,0,0
34,0,27,0,0,0,0,12,2,10,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
19,0,12,0,0,0,0,32,4,13,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,9,2,7,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
43,0,36,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,12,2,10,0,1,0
32,0,25,0,0,0,0,9,2,7,0,0,0
25,0,18,1,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
23,0,16,1,0,0,0,30,2,23,0,0,0
23,0,16,1,0,0,0,21,3,13,0,0,0
19,0,12,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,11,2,9,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,9,2,7,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
32,0,25,0,0,0,0,6,1,5,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
27,0,20,1,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
24,0,17,1,0,0,0,21,2,10,0,1,0
25,0,18,0,0,0,0,1,0,0,0,0,0
21,0,14,0,0,0,0,44,3,28,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
23,0,16,1,0,0,0,28,2,21,0,0,0
23,0,16,1,0,0,0,26,2,19,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
31,0,24,0,0,0,0,1,0,0,0,0,0
42,0,35,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
21,0,14,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
34,0,27,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,16,2,14,0,0,0
31,0,24,0,0,0,0,1,0,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
34,0,27,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
29,0,22,1,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,1,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,1,0,1,0,0,0,0,0
32,0,25,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,16,2,9,0,1,0
24,0,17,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,1,0,10,2,8,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
17,0,10,1,0,0,0,1,0,0,0,0,0
22,0,15,0,1,0,0,1,0,0,0,0,0
21,0,14,1,0,0,0,9,2,7,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
19,0,12,0,0,0,0,1,0,0,0,0,0
20,0,13,1,0,0,0,13,1,12,0,0,0
34,0,27,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,1,0,1,0,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0
21,0,14,1,0,0,0,10,2,8,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0
31,0,24,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
21,0,14,0,1,0,0,8,2,6,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,25,3,13,0,0,0
27,0,20,0,0,0,0,10,2,8,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
18,0,11,1,0,0,0,9,2,7,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
42,0,35,0,0,0,0,1,0,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0
19,0,12,1,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0
37,0,30,0,0,0,0,1,0,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
25,0,18,1,0,0,0,11,2,9,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0
24,0,17,0,0,0,0,11,3,4,0,0,0
26,0,19,1,0,1,0,1,0,0,0,0,0
25,0,18,0,0,0,0,15,3,7,0,0,0
22,0,15,0,0,1,0,1,0,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0
20,0,13,0,0,1,0,10,1,9,0,1,0
23,0,16,0,0,0,0,20,3,11,0,0,0
