len_procotol2path,ip_exist,len_hostname,www_exist,TLD_exist,SLD_decimal,TLD_decimal,len_path,num_directory_max,path_exist_date,path_exist_hex,url_sign, url_dot, url_length, url_number_length, red_keyword, label
31,0,24,0,0,0,0,1,0,0,0,0,0,2,32,0,0,0,0
21,0,14,0,0,0,0,5,2,3,0,0,0,2,26,0,0,0,0
23,0,16,1,0,0,0,24,3,10,0,1,0,3,47,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0,2,23,0,0,0,0
29,0,22,0,0,0,0,1,0,0,0,0,0,2,30,0,0,0,0
24,0,17,0,0,0,0,18,3,9,0,0,0,2,42,1,1,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0,2,27,0,0,0,0
24,0,17,0,0,0,0,32,3,12,0,1,0,3,56,0,0,0,0
26,0,19,1,0,0,0,12,1,11,0,0,1,3,38,0,0,0,0
24,0,17,0,0,0,0,23,3,14,0,0,0,2,47,0,0,0,0
35,0,28,1,0,0,0,12,2,10,0,0,0,2,47,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0,2,24,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0,2,23,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0,2,29,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,1,2,29,0,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,1,2,28,0,0,0,0
20,0,13,0,0,0,0,1,0,0,0,0,0,2,21,0,0,0,0
22,0,15,0,0,0,0,1,0,0,0,0,0,2,23,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0,2,24,0,0,0,0
31,0,24,0,0,0,0,24,2,18,0,0,1,3,55,0,0,0,0
29,0,22,1,0,0,0,1,0,0,0,0,0,2,30,0,0,0,0
29,0,22,0,0,0,0,8,2,6,0,0,0,2,37,0,0,0,0
30,0,23,0,0,0,0,1,0,0,0,0,0,2,31,0,0,0,0
25,0,18,0,0,0,0,29,2,17,0,0,1,3,54,0,0,0,0
26,0,19,0,1,0,0,23,2,13,0,0,1,4,49,1,0,1,0
30,0,23,0,0,0,0,10,1,9,0,0,0,3,40,0,0,0,0
25,0,18,0,0,0,0,14,2,12,0,1,0,2,39,0,0,0,0
24,0,17,0,0,0,0,25,3,10,0,1,0,3,49,1,0,0,0
25,0,18,1,0,0,0,21,2,10,0,0,1,3,46,0,0,0,0
30,0,23,1,0,0,0,22,2,18,0,0,1,3,52,0,0,0,0
24,0,17,0,0,0,0,18,3,9,0,0,0,2,42,1,0,0,0
24,0,17,0,0,0,0,14,3,6,0,0,0,2,38,1,0,0,0
20,0,13,1,0,0,0,1,0,0,0,0,0,2,21,0,0,0,0
22,0,15,0,0,0,0,11,2,6,0,0,0,2,33,2,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,1,2,29,0,0,0,0
32,0,25,1,0,0,0,11,2,9,0,0,0,2,43,0,0,0,0
23,0,16,0,1,0,0,26,3,10,0,1,0,4,49,2,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,0,2,28,0,0,0,0
24,0,17,0,0,0,0,27,3,10,0,1,0,3,51,1,0,0,0
23,0,16,1,0,0,0,35,3,27,0,0,0,2,58,0,0,0,0
24,0,17,1,0,0,0,27,5,10,0,1,1,2,51,2,0,0,0
25,0,18,1,0,0,0,29,3,10,0,1,0,4,54,0,1,0,0
25,0,18,0,0,1,0,1,0,0,0,0,0,2,26,1,0,0,0
28,0,21,0,0,0,0,18,3,9,0,1,0,3,46,0,0,0,0
24,0,17,0,0,0,0,17,3,9,0,1,1,3,41,0,0,0,0
24,0,17,0,0,0,0,14,3,9,0,0,1,3,38,0,0,0,0
24,0,17,0,0,0,0,19,3,9,0,1,1,3,43,0,0,0,0
28,0,21,0,0,0,0,19,3,9,0,1,0,3,47,0,0,0,0
21,0,14,0,0,0,0,19,3,9,0,1,0,3,40,0,0,0,0
21,0,14,0,0,0,0,18,3,9,0,1,0,3,39,0,0,0,0
28,0,21,0,0,0,0,13,3,5,0,0,0,3,41,0,0,0,0
31,0,24,0,0,1,0,1,0,0,0,0,0,2,32,1,0,0,0
27,0,20,0,0,0,0,1,0,0,0,0,1,2,28,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0,2,27,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0,2,27,0,0,0,0
28,0,21,0,0,0,0,1,0,0,0,0,0,2,29,0,0,0,0
23,0,16,0,0,0,0,1,0,0,0,0,0,2,24,0,0,0,0
25,0,18,0,0,0,0,1,0,0,0,0,0,2,26,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0,2,27,0,0,0,0
24,0,17,0,0,0,0,1,0,0,0,0,0,2,25,0,0,0,0
25,0,18,0,0,0,0,38,2,27,0,0,1,3,63,0,0,0,0
25,0,18,1,0,0,0,9,2,7,0,0,1,2,34,0,0,0,0
26,0,19,0,0,0,0,1,0,0,0,0,0,2,27,0,0,0,0
24,0,17,0,0,0,0,15,2,10,0,0,0,3,39,0,0,0,0
25,0,18,0,0,0,0,30,2,19,0,0,1,3,55,0,0,0,0
24,0,17,0,0,0,0,16,3,7,0,0,0,2,40,1,0,0,0
24,0,17,0,0,0,0,20,3,11,0,0,0,2,44,1,0,0,0
24,0,17,0,0,0,0,24,3,17,0,0,1,2,48,1,0,0,0
24,0,17,0,0,0,0,14,2,9,0,0,0,3,38,0,0,0,0
25,0,18,0,0,0,0,32,2,21,0,0,1,3,57,0,0,0,0
23,0,16,1,0,0,0,27,3,19,0,0,1,2,50,0,0,0,0
